Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
998,Exit short,2025-03-03 09:00,S-TP1,20815,2,83765,505,0.60,505,0.60,-91,-0.11,63914.5,6.39
998,Entry short,2025-03-03 08:45,ORB Short B+ (2c) S:84 H:25 T1:Round T2:HTF S&R (48x),20941.25,2,83765,505,0.60,505,0.60,-91,-0.11,63914.5,6.39
999,Exit short,2025-03-03 09:55,S-TP1,20865,2,83730,270,0.32,270,0.32,-201,-0.24,64184.5,6.42
999,Entry short,2025-03-03 09:35,ORB Short B (2c) S:75 H:30 T1:Round T2:HTF S&R (48x),20932.5,2,83730,270,0.32,270,0.32,-201,-0.24,64184.5,6.42
1000,Exit short,2025-03-03 11:50,S-TP1,20876,4,167414,406,0.24,406,0.24,-308,-0.18,64590.5,6.46
1000,Entry short,2025-03-03 11:30,ORB Short B+ (4c) S:80 H:30 T1:FVG T2:HTF S&R (48x),20926.75,4,167414,406,0.24,406,0.24,-308,-0.18,64590.5,6.46
1001,Exit short,2025-03-04 09:15,S-TP1,20115,2,80924,464,0.57,464,0.57,-101,-0.12,65054.5,6.51
1001,Entry short,2025-03-04 08:55,ORB Short A+ (2c) S:96 H:30 T1:Round T2:2R ORB,20231,2,80924,464,0.57,464,0.57,-101,-0.12,65054.5,6.51
1002,Exit long,2025-03-04 12:55,L-TP1,20489.75,2,81739,220,0.27,220,0.27,-21,-0.03,65274.5,6.53
1002,Entry long,2025-03-04 12:35,ORB Long C (2c) S:64 H:0 T1:Round T2:HTF S&R (48x),20434.75,2,81739,220,0.27,220,0.27,-21,-0.03,65274.5,6.53
1003,Exit short,2025-03-05 11:15,S-TP1,20408.5,2,81182,-452,-0.56,322,0.40,-452,-0.56,64822.5,6.48
1003,Entry short,2025-03-05 10:10,ORB Short B+ (2c) S:80 H:30 T1:Round T2:Round,20295.5,2,81182,-452,-0.56,322,0.40,-452,-0.56,64822.5,6.48
1004,Exit short,2025-03-06 12:40,S-TP1,20065,2,80749,489,0.61,489,0.61,-179,-0.22,65311.5,6.53
1004,Entry short,2025-03-06 11:00,ORB Short B (2c) S:73 H:30 T1:Round T2:HTF S&R (48x),20187.25,2,80749,489,0.61,489,0.61,-179,-0.22,65311.5,6.53
1005,Exit long,2025-03-07 09:00,L-TP1,20118.5,1,40388,-151,-0.37,96.5,0.24,-151,-0.37,65160.5,6.52
1005,Entry long,2025-03-07 08:45,ORB Long C (1c) S:61 H:0 T1:Round T2:HTF S&R (48x),20194,1,40388,-151,-0.37,96.5,0.24,-151,-0.37,65160.5,6.52
1006,Exit short,2025-03-07 10:20,S-TP1,19914.75,2,80084,425,0.53,425,0.53,-56,-0.07,65585.5,6.56
1006,Entry short,2025-03-07 09:55,ORB Short B (2c) S:77 H:30 T1:Round T2:2R ORB,20021,2,80084,425,0.53,425,0.53,-56,-0.07,65585.5,6.56
1007,Exit short,2025-03-10 09:45,S-TP1,19615,2,79061,601,0.76,601,0.76,-249,-0.31,66186.5,6.62
1007,Entry short,2025-03-10 08:50,ORB Short A (2c) S:89 H:30 T1:Round T2:2R ORB,19765.25,2,79061,601,0.76,601,0.76,-249,-0.31,66186.5,6.62
1008,Exit short,2025-03-11 09:05,S-TP1,19532.25,1,38768.5,-296,-0.76,12,0.03,-296,-0.76,65890.5,6.59
1008,Entry short,2025-03-11 09:00,ORB Short A (1c) S:89 H:30 T1:FVG T2:2R ORB,19384.25,1,38768.5,-296,-0.76,12,0.03,-296,-0.76,65890.5,6.59
1009,Exit short,2025-03-11 12:25,S-TP1,19215,1,38749,319,0.82,319,0.82,-118,-0.30,66209.5,6.62
1009,Entry short,2025-03-11 11:05,ORB Short B+ (1c) S:80 H:30 T1:Round T2:2R ORB,19374.5,1,38749,319,0.82,319,0.82,-118,-0.30,66209.5,6.62
1010,Exit short,2025-03-13 10:35,S-TP1,19315,1,38890.5,260.5,0.67,260.5,0.67,-93.5,-0.24,66470,6.65
1010,Entry short,2025-03-13 09:35,ORB Short B (1c) S:77 H:30 T1:Round T2:2R ORB,19445.25,1,38890.5,260.5,0.67,260.5,0.67,-93.5,-0.24,66470,6.65
1011,Exit long,2025-03-14 09:00,L-TP1,19514.25,1,39216,-187.5,-0.48,3,0.01,-187.5,-0.48,66282.5,6.63
1011,Entry long,2025-03-14 08:50,ORB Long C (1c) S:61 H:0 T1:Round T2:CTF S&R,19608,1,39216,-187.5,-0.48,3,0.01,-187.5,-0.48,66282.5,6.63
1012,Exit short,2025-03-17 12:35,S-TP1,19798,1,39336.5,-259.5,-0.66,79.5,0.20,-259.5,-0.66,66023,6.60
1012,Entry short,2025-03-17 10:00,ORB Short B (1c) S:75 H:25 T1:Round T2:2R ORB,19668.25,1,39336.5,-259.5,-0.66,79.5,0.20,-259.5,-0.66,66023,6.60
1013,Exit short,2025-03-18 15:55,EOD Close,19703,2,78812,0,0.00,395,0.50,-322,-0.41,66023,6.60
1013,Entry short,2025-03-18 08:50,ORB Short B+ (2c) S:84 H:25 T1:PDL T2:2R ORB,19703,2,78812,0,0.00,395,0.50,-322,-0.41,66023,6.60
1014,Exit short,2025-03-28 09:10,S-TP1,19715,2,79354,494,0.62,494,0.62,-19,-0.02,66517,6.65
1014,Entry short,2025-03-28 09:00,ORB Short A (2c) S:91 H:30 T1:Round T2:2R ORB,19838.5,2,79354,494,0.62,494,0.62,-19,-0.02,66517,6.65
1015,Exit long,2025-04-01 09:00,L-TP1,19359.25,1,38886,-167.5,-0.43,26.5,0.07,-167.5,-0.43,66349.5,6.63
1015,Entry long,2025-04-01 08:45,ORB Long C (1c) S:61 H:0 T1:Round T2:Round,19443,1,38886,-167.5,-0.43,26.5,0.07,-167.5,-0.43,66349.5,6.63
1016,Exit short,2025-04-01 09:35,S-TP1,19397.75,2,77197,-394,-0.51,152,0.20,-394,-0.51,65955.5,6.60
1016,Entry short,2025-04-01 09:10,ORB Short A (2c) S:89 H:30 T1:Round T2:HTF S&R (36x),19299.25,2,77197,-394,-0.51,152,0.20,-394,-0.51,65955.5,6.60
1017,Exit long,2025-04-02 10:20,L-TP1,19678.25,1,39134.5,222,0.57,222,0.57,-151.5,-0.39,66177.5,6.62
1017,Entry long,2025-04-02 08:45,ORB Long C (1c) S:61 H:0 T1:CTF S&R T2:Round,19567.25,1,39134.5,222,0.57,222,0.57,-151.5,-0.39,66177.5,6.62
1018,Exit short,2025-04-03 09:45,S-TP1,18815,2,75638,378,0.50,378,0.50,-194,-0.26,66555.5,6.66
1018,Entry short,2025-04-03 09:05,ORB Short A+ (2c) S:98 H:30 T1:Round T2:2R ORB,18909.5,2,75638,378,0.50,378,0.50,-194,-0.26,66555.5,6.66
1019,Exit short,2025-04-03 12:20,S-TP1,18824.75,2,75608,309,0.41,309,0.41,-247,-0.33,66864.5,6.69
1019,Entry short,2025-04-03 11:30,ORB Short A (2c) S:94 H:30 T1:FVG T2:2R ORB,18902,2,75608,309,0.41,309,0.41,-247,-0.33,66864.5,6.69
1020,Exit short,2025-04-04 09:30,S-TP1,17903,2,72006,394,0.55,394,0.55,-277,-0.38,67258.5,6.73
1020,Entry short,2025-04-04 09:10,ORB Short B+ (2c) S:80 H:30 T1:0.5R ORB T2:2R ORB,18001.5,2,72006,394,0.55,394,0.55,-277,-0.38,67258.5,6.73
1021,Exit short,2025-04-04 10:10,S-TP1,18071.75,2,71889,-398,-0.55,44,0.06,-398,-0.55,66860.5,6.69
1021,Entry short,2025-04-04 10:05,ORB Short B+ (2c) S:80 H:30 T1:Round T2:Round,17972.25,2,71889,-398,-0.55,44,0.06,-398,-0.55,66860.5,6.69
1022,Exit short,2025-04-08 11:20,S-TP1,17861,1,36035,313,0.87,313,0.87,-112.5,-0.31,67173.5,6.72
1022,Entry short,2025-04-08 10:45,ORB Short C+ (1c) S:68 H:25 T1:FVG T2:2R ORB,18017.5,1,36035,313,0.87,313,0.87,-112.5,-0.31,67173.5,6.72
1023,Exit short,2025-04-10 09:40,S-TP1,18795.5,1,37323.5,-267.5,-0.72,196.5,0.53,-267.5,-0.72,66906,6.69
1023,Entry short,2025-04-10 08:55,ORB Short A (1c) S:86 H:25 T1:Round T2:2R ORB,18661.75,1,37323.5,-267.5,-0.72,196.5,0.53,-267.5,-0.72,66906,6.69
1024,Exit short,2025-04-10 10:20,S-TP1,18515,1,37327,297,0.80,297,0.80,-46.5,-0.12,67203,6.72
1024,Entry short,2025-04-10 09:45,ORB Short B (1c) S:75 H:25 T1:Round T2:2R ORB,18663.5,1,37327,297,0.80,297,0.80,-46.5,-0.12,67203,6.72
1025,Exit short,2025-04-11 09:35,S-TP1,18447,1,36608,-286,-0.78,68,0.19,-286,-0.78,66917,6.69
1025,Entry short,2025-04-11 09:25,ORB Short B (1c) S:72 H:25 T1:1R ORB T2:2R ORB,18304,1,36608,-286,-0.78,68,0.19,-286,-0.78,66917,6.69
1026,Exit short,2025-04-11 10:35,S-TP1,18493,1,36698.5,-287.5,-0.78,11.5,0.03,-287.5,-0.78,66629.5,6.66
1026,Entry short,2025-04-11 10:20,ORB Short B (1c) S:75 H:25 T1:Round T2:2R ORB,18349.25,1,36698.5,-287.5,-0.78,11.5,0.03,-287.5,-0.78,66629.5,6.66
1027,Exit short,2025-04-14 10:50,S-TP1,18812,1,37893,269,0.71,269,0.71,-92.5,-0.24,66898.5,6.69
1027,Entry short,2025-04-14 10:25,ORB Short B (1c) S:75 H:25 T1:Round T2:2R ORB,18946.5,1,37893,269,0.71,269,0.71,-92.5,-0.24,66898.5,6.69
1028,Exit short,2025-04-16 09:40,S-TP1,18662.25,2,74216,-433,-0.58,177,0.24,-433,-0.58,66465.5,6.65
1028,Entry short,2025-04-16 08:50,ORB Short B+ (2c) S:84 H:30 T1:Round T2:2R ORB,18554,2,74216,-433,-0.58,177,0.24,-433,-0.58,66465.5,6.65
1029,Exit short,2025-04-16 12:30,S-TP1,18465,2,74258,398,0.54,398,0.54,-129,-0.17,66863.5,6.69
1029,Entry short,2025-04-16 11:35,ORB Short B (2c) S:73 H:30 T1:Round T2:Round,18564.5,2,74258,398,0.54,398,0.54,-129,-0.17,66863.5,6.69
1030,Exit short,2025-04-17 09:35,S-TP1,18265,2,73436,376,0.51,376,0.51,-52,-0.07,67239.5,6.72
1030,Entry short,2025-04-17 09:20,ORB Short B (2c) S:77 H:30 T1:Round T2:Round,18359,2,73436,376,0.51,376,0.51,-52,-0.07,67239.5,6.72
1031,Exit short,2025-04-17 11:15,S-TP1,18438,2,73354,-398,-0.54,87,0.12,-398,-0.54,66841.5,6.68
1031,Entry short,2025-04-17 10:25,ORB Short B+ (2c) S:80 H:30 T1:Round T2:2R ORB,18338.5,2,73354,-398,-0.54,87,0.12,-398,-0.54,66841.5,6.68
1032,Exit short,2025-04-17 12:45,S-TP1,18465.75,2,73475,-388,-0.53,1,0.00,-388,-0.53,66453.5,6.65
1032,Entry short,2025-04-17 12:25,ORB Short B+ (2c) S:80 H:30 T1:CTF S&R T2:Round,18368.75,2,73475,-388,-0.53,1,0.00,-388,-0.53,66453.5,6.65
1033,Exit short,2025-04-21 09:00,S-TP1,17965,2,72222,362,0.50,362,0.50,-18,-0.02,66815.5,6.68
1033,Entry short,2025-04-21 08:50,ORB Short A (2c) S:89 H:30 T1:Round T2:Round,18055.5,2,72222,362,0.50,362,0.50,-18,-0.02,66815.5,6.68
1034,Exit long,2025-04-22 10:05,L-TP1,18369.75,2,72967,512,0.70,512,0.70,-170,-0.23,67327.5,6.73
1034,Entry long,2025-04-22 08:45,ORB Long B (2c) S:75 H:0 T1:PDH T2:2R ORB,18241.75,2,72967,512,0.70,512,0.70,-170,-0.23,67327.5,6.73
1035,Exit short,2025-04-28 10:20,S-TP1,19365,2,77859,399,0.51,399,0.51,-299,-0.38,67726.5,6.77
1035,Entry short,2025-04-28 08:55,ORB Short B (2c) S:73 H:0 T1:Round T2:Round,19464.75,2,77859,399,0.51,399,0.51,-299,-0.38,67726.5,6.77
1036,Exit long,2025-04-29 10:00,L-TP1,19608.25,2,78061,372,0.48,372,0.48,-184,-0.24,68098.5,6.81
1036,Entry long,2025-04-29 08:45,ORB Long B+ (2c) S:84 H:30 T1:PDH T2:Round,19515.25,2,78061,372,0.48,372,0.48,-184,-0.24,68098.5,6.81
1037,Exit long,2025-05-01 14:55,L-TP1,19899.25,2,79999,-402,-0.50,502,0.63,-402,-0.50,67696.5,6.77
1037,Entry long,2025-05-01 09:25,ORB Long B (2c) S:77 H:30 T1:Round T2:2R ORB,19999.75,2,79999,-402,-0.50,502,0.63,-402,-0.50,67696.5,6.77
1038,Exit long,2025-05-02 11:00,L-TP1,20235,2,80526,414,0.51,414,0.51,-80,-0.10,68110.5,6.81
1038,Entry long,2025-05-02 09:05,ORB Long B (2c) S:77 H:30 T1:Round T2:Round,20131.5,2,80526,414,0.51,414,0.51,-80,-0.10,68110.5,6.81
1039,Exit long,2025-05-05 11:25,L-TP1,20135,2,80239,301,0.38,301,0.38,-203,-0.25,68411.5,6.84
1039,Entry long,2025-05-05 08:55,ORB Long B+ (2c) S:84 H:30 T1:Round T2:FVG,20059.75,2,80239,301,0.38,301,0.38,-203,-0.25,68411.5,6.84
1040,Exit long,2025-05-06 10:30,L-TP1,19946.75,2,79468,319,0.40,319,0.40,0,0.00,68730.5,6.87
1040,Entry long,2025-05-06 09:15,ORB Long B (2c) S:79 H:25 T1:FVG T2:HTF S&R (48x),19867,2,79468,319,0.40,319,0.40,0,0.00,68730.5,6.87
1041,Exit short,2025-05-07 13:05,S-TP1,19715,1,39698.5,268.5,0.68,268.5,0.68,-152.5,-0.38,68999,6.90
1041,Entry short,2025-05-07 09:50,ORB Short C (1c) S:64 H:0 T1:Round T2:TP1-1R,19849.25,1,39698.5,268.5,0.68,268.5,0.68,-152.5,-0.38,68999,6.90
1042,Exit short,2025-05-08 10:25,S-TP1,20188,2,80306,-446,-0.56,394,0.49,-446,-0.56,68553,6.86
1042,Entry short,2025-05-08 08:45,ORB Short B (2c) S:75 H:0 T1:FVG T2:CTF S&R,20076.5,2,80306,-446,-0.56,394,0.49,-446,-0.56,68553,6.86
1043,Exit long,2025-05-08 10:40,L-TP1,20285,2,80772,368,0.46,368,0.46,-44,-0.05,68921,6.89
1043,Entry long,2025-05-08 10:30,ORB Long A (2c) S:94 H:30 T1:Round T2:HTF S&R (48x),20193,2,80772,368,0.46,368,0.46,-44,-0.05,68921,6.89
1044,Exit long,2025-05-12 15:55,EOD Close,20958,2,83714,118,0.14,270,0.32,-284,-0.34,69039,6.90
1044,Entry long,2025-05-12 12:05,ORB Long A (2c) S:94 H:30 T1:Round T2:Round,20928.5,2,83714,118,0.14,270,0.32,-284,-0.34,69039,6.90
1045,Exit long,2025-05-13 09:10,L-TP1,21185,2,84443,297,0.35,297,0.35,-33,-0.04,69336,6.93
1045,Entry long,2025-05-13 08:50,ORB Long A+ (2c) S:105 H:30 T1:Round T2:Round,21110.75,2,84443,297,0.35,297,0.35,-33,-0.04,69336,6.93
1046,Exit long,2025-05-14 11:40,L-TP1,21359,4,171294,-422,-0.25,58,0.03,-422,-0.25,68914,6.89
1046,Entry long,2025-05-14 11:30,ORB Long B+ (4c) S:80 H:30 T1:Round T2:Round,21411.75,4,171294,-422,-0.25,58,0.03,-422,-0.25,68914,6.89
1047,Exit short,2025-05-14 14:55,S-TP1,21405.25,1,42586.5,-224,-0.53,20,0.05,-224,-0.53,68690,6.87
1047,Entry short,2025-05-14 12:20,ORB Short C (1c) S:64 H:0 T1:Round T2:Round,21293.25,1,42586.5,-224,-0.53,20,0.05,-224,-0.53,68690,6.87
1048,Exit long,2025-05-15 10:40,L-TP1,21435,2,85445,295,0.35,295,0.35,-31,-0.04,68985,6.90
1048,Entry long,2025-05-15 10:00,ORB Long B (2c) S:73 H:30 T1:Round T2:Round,21361.25,2,85445,295,0.35,295,0.35,-31,-0.04,68985,6.90
1049,Exit long,2025-05-16 15:50,L-TP1,21414.5,3,128833.5,-346.5,-0.27,244.5,0.19,-346.5,-0.27,68638.5,6.86
1049,Entry long,2025-05-16 12:30,ORB Long B+ (3c) S:80 H:30 T1:Round T2:Round,21472.25,3,128833.5,-346.5,-0.27,244.5,0.19,-346.5,-0.27,68638.5,6.86
1050,Exit long,2025-05-19 09:05,L-TP1,21435,3,128176.5,433.5,0.34,433.5,0.34,-129,-0.10,69072,6.91
1050,Entry long,2025-05-19 08:45,ORB Long B+ (3c) S:84 H:25 T1:Round T2:Weekly High,21362.75,3,128176.5,433.5,0.34,433.5,0.34,-129,-0.10,69072,6.91
1051,Exit long,2025-05-20 13:20,L-TP1,21378,2,85782,-270,-0.31,113,0.13,-270,-0.31,68802,6.88
1051,Entry long,2025-05-20 09:40,ORB Long B (2c) S:70 H:30 T1:CTF S&R T2:CTF S&R,21445.5,2,85782,-270,-0.31,113,0.13,-270,-0.31,68802,6.88
1052,Exit long,2025-05-21 09:00,L-TP1,21436,3,128292,324,0.25,324,0.25,-118.5,-0.09,69126,6.91
1052,Entry long,2025-05-21 08:45,ORB Long A (3c) S:86 H:25 T1:Round T2:Weekly High,21382,3,128292,324,0.25,324,0.25,-118.5,-0.09,69126,6.91
1053,Exit long,2025-05-22 09:05,L-TP1,21325.5,3,127417.5,535.5,0.42,535.5,0.42,-54,-0.04,69661.5,6.97
1053,Entry long,2025-05-22 08:50,ORB Long A (3c) S:86 H:25 T1:HTF S&R (48x) T2:Round,21236.25,3,127417.5,535.5,0.42,535.5,0.42,-54,-0.04,69661.5,6.97
1054,Exit long,2025-05-22 10:45,L-TP1,21276.5,2,84899,207,0.24,207,0.24,-233,-0.27,69868.5,6.99
1054,Entry long,2025-05-22 09:45,ORB Long B (2c) S:75 H:25 T1:CTF S&R T2:HTF S&R (48x),21224.75,2,84899,207,0.24,207,0.24,-233,-0.27,69868.5,6.99
1055,Exit long,2025-05-22 12:25,L-TP1,21268.5,3,127371,240,0.19,240,0.19,-6,0.00,70108.5,7.01
1055,Entry long,2025-05-22 12:15,ORB Long B (3c) S:75 H:25 T1:FVG T2:HTF S&R (48x),21228.5,3,127371,240,0.19,240,0.19,-6,0.00,70108.5,7.01
1056,Exit long,2025-05-23 10:15,L-TP1,20892,2,83891,-323,-0.39,71,0.08,-323,-0.39,69785.5,6.98
1056,Entry long,2025-05-23 09:20,ORB Long B (2c) S:75 H:25 T1:Round T2:FVG+Round,20972.75,2,83891,-323,-0.39,71,0.08,-323,-0.39,69785.5,6.98
1057,Exit long,2025-05-23 12:10,L-TP1,21035,2,83903,237,0.28,237,0.28,-159,-0.19,70022.5,7.00
1057,Entry long,2025-05-23 11:20,ORB Long B (2c) S:75 H:25 T1:Round T2:FVG+Round,20975.75,2,83903,237,0.28,237,0.28,-159,-0.19,70022.5,7.00
1058,Exit long,2025-05-27 09:30,L-TP1,21385,2,85181,359,0.42,359,0.42,-13,-0.02,70381.5,7.04
1058,Entry long,2025-05-27 08:55,ORB Long A (2c) S:91 H:30 T1:Round T2:CTF S&R,21295.25,2,85181,359,0.42,359,0.42,-13,-0.02,70381.5,7.04
1059,Exit short,2025-05-28 14:50,S-TP1,21365,1,42965,235,0.55,235,0.55,-63,-0.15,70616.5,7.06
1059,Entry short,2025-05-28 08:45,ORB Short C (1c) S:61 H:0 T1:Round T2:FVG,21482.5,1,42965,235,0.55,235,0.55,-63,-0.15,70616.5,7.06
1060,Exit short,2025-05-29 10:55,S-TP1,21365,1,42983.5,253.5,0.59,253.5,0.59,-132,-0.31,70870,7.09
1060,Entry short,2025-05-29 08:45,ORB Short C (1c) S:61 H:0 T1:Round T2:PDL,21491.75,1,42983.5,253.5,0.59,253.5,0.59,-132,-0.31,70870,7.09
1061,Exit long,2025-05-30 10:15,L-TP1,21318.25,2,85579,-306,-0.36,2,0.00,-306,-0.36,70564,7.06
1061,Entry long,2025-05-30 09:35,ORB Long A (2c) S:89 H:25 T1:CTF S&R (2x) T2:Weekly High,21394.75,2,85579,-306,-0.36,2,0.00,-306,-0.36,70564,7.06
1062,Exit long,2025-06-02 14:20,L-TP1,21535,2,85834,306,0.36,306,0.36,-136,-0.16,70870,7.09
1062,Entry long,2025-06-02 12:00,ORB Long B (2c) S:75 H:25 T1:Round T2:CTF S&R,21458.5,2,85834,306,0.36,306,0.36,-136,-0.16,70870,7.09
1063,Exit long,2025-06-03 10:20,L-TP1,21685,3,129694.5,415.5,0.32,415.5,0.32,-349.5,-0.27,71285.5,7.13
1063,Entry long,2025-06-03 09:00,ORB Long A (3c) S:89 H:30 T1:Round T2:Round,21615.75,3,129694.5,415.5,0.32,415.5,0.32,-349.5,-0.27,71285.5,7.13
1064,Exit short,2025-06-05 09:40,S-TP1,21819.25,2,86895,-382,-0.44,92,0.11,-382,-0.44,70903.5,7.09
1064,Entry short,2025-06-05 08:55,ORB Short B (2c) S:75 H:0 T1:Round T2:2R ORB,21723.75,2,86895,-382,-0.44,92,0.11,-382,-0.44,70903.5,7.09
1065,Exit long,2025-06-05 10:55,L-TP1,21935,3,131145,465,0.35,465,0.35,-78,-0.06,71368.5,7.14
1065,Entry long,2025-06-05 09:55,ORB Long A (3c) S:91 H:30 T1:Round T2:Round,21857.5,3,131145,465,0.35,465,0.35,-78,-0.06,71368.5,7.14
1066,Exit short,2025-06-05 13:15,S-TP1,21615,2,86891,431,0.50,431,0.50,-268,-0.31,71799.5,7.18
1066,Entry short,2025-06-05 11:45,ORB Short B (2c) S:78 H:0 T1:Round T2:2R ORB,21722.75,2,86891,431,0.50,431,0.50,-268,-0.31,71799.5,7.18
1067,Exit long,2025-06-06 09:25,L-TP1,21793.25,3,131146.5,-387,-0.30,33,0.03,-387,-0.30,71412.5,7.14
1067,Entry long,2025-06-06 08:45,ORB Long A (3c) S:91 H:30 T1:PDH T2:Round,21857.75,3,131146.5,-387,-0.30,33,0.03,-387,-0.30,71412.5,7.14
1068,Exit long,2025-06-09 09:20,L-TP1,21865,3,130893,297,0.23,297,0.23,-192,-0.15,71709.5,7.17
1068,Entry long,2025-06-09 08:50,ORB Long A (3c) S:91 H:30 T1:PDH T2:Weekly High,21815.5,3,130893,297,0.23,297,0.23,-192,-0.15,71709.5,7.17
1069,Exit short,2025-06-10 11:00,S-TP1,21882.5,1,43556,-209,-0.48,11,0.03,-209,-0.48,71500.5,7.15
1069,Entry short,2025-06-10 10:30,ORB Short C (1c) S:61 H:0 T1:CTF S&R T2:Round,21778,1,43556,-209,-0.48,11,0.03,-209,-0.48,71500.5,7.15
1070,Exit long,2025-06-10 13:00,L-TP1,21837.25,3,131365.5,-342,-0.26,217.5,0.17,-342,-0.26,71158.5,7.12
1070,Entry long,2025-06-10 11:00,ORB Long B+ (3c) S:80 H:30 T1:CTF S&R T2:HTF S&R (48x),21894.25,3,131365.5,-342,-0.26,217.5,0.17,-342,-0.26,71158.5,7.12
1071,Exit short,2025-06-11 09:30,S-TP1,22044.25,1,43907.5,-181,-0.41,4,0.01,-181,-0.41,70977.5,7.10
1071,Entry short,2025-06-11 08:45,ORB Short C (1c) S:64 H:0 T1:FVG T2:CTF S&R,21953.75,1,43907.5,-181,-0.41,4,0.01,-181,-0.41,70977.5,7.10
1072,Exit long,2025-06-11 10:45,L-TP1,21985.75,4,176310,-424,-0.24,66,0.04,-424,-0.24,70553.5,7.06
1072,Entry long,2025-06-11 10:15,ORB Long B+ (4c) S:80 H:30 T1:HTF S&R (48x) T2:Round,22038.75,4,176310,-424,-0.24,66,0.04,-424,-0.24,70553.5,7.06
1073,Exit long,2025-06-12 09:35,L-TP1,21935,4,175092,388,0.22,388,0.22,-374,-0.21,70941.5,7.09
1073,Entry long,2025-06-12 08:45,ORB Long A+ (4c) S:103 H:25 T1:Round T2:CTF S&R,21886.5,4,175092,388,0.22,388,0.22,-374,-0.21,70941.5,7.09
1074,Exit long,2025-06-13 11:10,L-TP1,21843.75,2,87192,183,0.21,183,0.21,-56,-0.06,71124.5,7.11
1074,Entry long,2025-06-13 10:25,ORB Long B (2c) S:75 H:25 T1:CTF S&R T2:Weekly High,21798,2,87192,183,0.21,183,0.21,-56,-0.06,71124.5,7.11
1075,Exit long,2025-06-13 13:00,L-TP1,21748.25,3,130789.5,-300,-0.23,40.5,0.03,-300,-0.23,70824.5,7.08
1075,Entry long,2025-06-13 12:20,ORB Long B (3c) S:75 H:25 T1:Round T2:Weekly High,21798.25,3,130789.5,-300,-0.23,40.5,0.03,-300,-0.23,70824.5,7.08
1076,Exit long,2025-06-16 09:10,L-TP1,22185,3,132637.5,472.5,0.36,472.5,0.36,-60,-0.05,71297,7.13
1076,Entry long,2025-06-16 08:45,ORB Long A+ (3c) S:103 H:30 T1:Round T2:Round,22106.25,3,132637.5,472.5,0.36,472.5,0.36,-60,-0.05,71297,7.13
1077,Exit long,2025-06-17 11:45,L-TP1,22059.75,3,132727.5,-369,-0.28,91.5,0.07,-369,-0.28,70928,7.09
1077,Entry long,2025-06-17 09:10,ORB Long A (3c) S:91 H:30 T1:FVG T2:HTF S&R (48x),22121.25,3,132727.5,-369,-0.28,91.5,0.07,-369,-0.28,70928,7.09
1078,Exit short,2025-06-17 13:25,S-TP1,21915,1,44028.5,198.5,0.45,198.5,0.45,-70.5,-0.16,71126.5,7.11
1078,Entry short,2025-06-17 12:25,ORB Short C (1c) S:64 H:0 T1:Round T2:CTF S&R,22014.25,1,44028.5,198.5,0.45,198.5,0.45,-70.5,-0.16,71126.5,7.11
1079,Exit long,2025-06-18 09:10,L-TP1,22050.25,3,132015,286.5,0.22,286.5,0.22,-132,-0.10,71413,7.14
1079,Entry long,2025-06-18 08:45,ORB Long A (3c) S:91 H:30 T1:CTF S&R T2:HTF S&R (48x),22002.5,3,132015,286.5,0.22,286.5,0.22,-132,-0.10,71413,7.14
1080,Exit long,2025-06-23 09:05,L-TP1,21985,3,131424,486,0.37,486,0.37,-66,-0.05,71899,7.19
1080,Entry long,2025-06-23 08:45,ORB Long A (3c) S:89 H:30 T1:Round T2:HTF S&R (48x),21904,3,131424,486,0.37,486,0.37,-66,-0.05,71899,7.19
1081,Exit long,2025-06-23 12:15,L-TP1,21955.75,3,131373,361.5,0.28,361.5,0.28,-159,-0.12,72260.5,7.23
1081,Entry long,2025-06-23 12:00,ORB Long A (3c) S:89 H:30 T1:FVG T2:HTF S&R (48x),21895.5,3,131373,361.5,0.28,361.5,0.28,-159,-0.12,72260.5,7.23
1082,Exit long,2025-06-24 11:40,L-TP1,22411.5,3,134019,450,0.34,450,0.34,-219,-0.16,72710.5,7.27
1082,Entry long,2025-06-24 09:40,ORB Long B+ (3c) S:80 H:30 T1:HTF S&R (48x) T2:Round,22336.5,3,134019,450,0.34,450,0.34,-219,-0.16,72710.5,7.27
1083,Exit long,2025-06-26 12:15,L-TP1,22635,2,90287,253,0.28,253,0.28,-88,-0.10,72963.5,7.30
1083,Entry long,2025-06-26 09:20,ORB Long B (2c) S:77 H:30 T1:Round T2:Round,22571.75,2,90287,253,0.28,253,0.28,-88,-0.10,72963.5,7.30
1084,Exit long,2025-06-27 13:15,L-TP1,22683.25,2,90975,-242,-0.27,320,0.35,-242,-0.27,72721.5,7.27
1084,Entry long,2025-06-27 08:50,ORB Long B (2c) S:77 H:30 T1:Round T2:Round,22743.75,2,90975,-242,-0.27,320,0.35,-242,-0.27,72721.5,7.27
1085,Exit long,2025-07-02 09:20,L-TP1,22766,4,181684,444,0.24,444,0.24,-62,-0.03,73165.5,7.32
1085,Entry long,2025-07-02 08:45,ORB Long A+ (4c) S:103 H:25 T1:CTF S&R T2:Weekly High,22710.5,4,181684,444,0.24,444,0.24,-62,-0.03,73165.5,7.32
